Names_mpio,Names_depto,URL_mpio,URL_depto, Mesas instaladas,Mesas informadas,Potencial sufragantes,Total sufragantes,Votos por candidatos,Votos en blanco,Votos válidos,Votos nulos,Votos no marcados,Votos_Santos,Porc_Votos_Santos,Votos_Zuluaga,Porc_Votos_Zuluaga
MELGAR,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2907999_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,69,69,25379,13281,12643,335,12978,276,27,3595,27.70,9048,69.71
MURILLO,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2908099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,11,11,3676,1515,1398,64,1462,46,7,332,22.70,1066,72.91
NATAGAIMA,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2908299_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,42,42,15328,6920,6668,111,6779,116,25,3987,58.81,2681,39.54
ORTEGA,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2908599_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,69,69,23501,12189,11661,191,11852,254,83,3909,32.98,7752,65.40
PALOCABILDO,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2908799_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,18,18,6967,3613,3444,95,3539,48,26,1200,33.90,2244,63.40
PIEDRAS,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2908899_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,16,16,5387,2253,1778,380,2158,80,15,1065,49.35,713,33.03
PLANADAS,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2908999_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,53,53,18846,8169,7703,231,7934,195,40,2630,33.14,5073,63.94
PRADO,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2909199_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,23,23,7768,3978,3821,81,3902,58,18,1300,33.31,2521,64.60
PURIFICACION,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2909499_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,56,56,19909,10893,10321,259,10580,273,40,5360,50.66,4961,46.89
RIOBLANCO,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2909799_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,43,43,15251,5967,5650,173,5823,89,55,2052,35.23,3598,61.78
RONCESVALLES,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2910099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,12,12,3970,1738,1644,38,1682,42,14,412,24.49,1232,73.24
ROVIRA,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2910399_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,55,55,18491,8282,7894,170,8064,164,54,1635,20.27,6259,77.61
SALDAÑA,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2910599_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,32,32,12288,6053,5673,189,5862,170,21,1886,32.17,3787,64.60
SAN ANTONIO,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2910699_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,27,27,9834,4901,4709,72,4781,99,21,610,12.75,4099,85.73
SAN LUIS,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2910999_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,31,31,10808,6181,5925,91,6016,135,30,2566,42.65,3359,55.83
SANTA ISABEL,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2911299_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,18,18,5857,2722,2611,61,2672,41,9,472,17.66,2139,80.05
SUAREZ,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2911599_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,12,12,4357,2372,2304,35,2339,26,7,1142,48.82,1162,49.67
VALLE DE SAN JUAN,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2911899_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,16,16,4967,2640,2534,48,2582,35,23,550,21.30,1984,76.83
VENADILLO,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2912199_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,31,31,11464,5528,5277,128,5405,103,20,2709,50.12,2568,47.51
VILLAHERMOSA,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2912499_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,23,23,7002,3566,3397,77,3474,72,20,521,14.99,2876,82.78
VILLARRICA,TOLIMA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2912799_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2999999_L1.htm,16,16,5106,2441,2363,40,2403,23,15,506,21.05,1857,77.27
ALCALA,VALLE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3100499_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3199999_L1.htm,29,29,10950,5044,4700,154,4854,161,29,2420,49.85,2280,46.97
ANDALUCIA,VALLE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3100799_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3199999_L1.htm,52,52,19343,8986,8430,332,8762,205,19,5766,65.80,2664,30.40
ANSERMANUEVO,VALLE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3101099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3199999_L1.htm,59,59,19162,7977,7375,351,7726,204,47,1951,25.25,5424,70.20
ARGELIA,VALLE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3101399_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3199999_L1.htm,20,20,6423,2817,2713,48,2761,41,15,1039,37.63,1674,60.63
BOLIVAR,VALLE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3101699_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3199999_L1.htm,41,41,13257,5841,5483,192,5675,141,25,1994,35.13,3489,61.48
BUENAVENTURA,VALLE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3101999_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3199999_L1.htm,547,547,207431,86526,82174,1978,84152,2137,237,66927,79.53,15247,18.11
BUGA,VALLE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3102299_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3199999_L1.htm,250,250,95582,46984,43239,2234,45473,1422,89,29756,65.43,13483,29.65
BUGALAGRANDE,VALLE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3102599_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3199999_L1.htm,58,58,19210,9606,9130,261,9391,194,21,6732,71.68,2398,25.53
CAICEDONIA,VALLE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3102899_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3199999_L1.htm,79,79,28020,13119,12132,455,12587,460,72,3988,31.68,8144,64.70
CALI,VALLE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3100199_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3199999_L1.htm,4339,4339,1549820,623976,579936,29307,609243,13876,857,377187,61.91,202749,33.27
CALIMA (DARIEN),VALLE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3104099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3199999_L1.htm,46,46,13672,5843,5441,235,5676,149,18,3102,54.65,2339,41.20
CANDELARIA,VALLE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3103199_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3199999_L1.htm,164,164,65386,29843,27628,1126,28754,1008,81,20907,72.70,6721,23.37
CARTAGO,VALLE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3103499_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3199999_L1.htm,280,280,108329,48521,43762,2782,46544,1820,157,19005,40.83,24757,53.19
DAGUA,VALLE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3103799_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3199999_L1.htm,101,101,33433,16012,15284,358,15642,310,60,7939,50.75,7345,46.95
EL AGUILA,VALLE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3104399_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3199999_L1.htm,31,31,8191,3891,3638,133,3771,94,26,539,14.29,3099,82.17
EL CAIRO,VALLE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3104699_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3199999_L1.htm,22,22,6717,2814,2671,74,2745,54,15,699,25.46,1972,71.83
EL CERRITO,VALLE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3104999_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3199999_L1.htm,130,130,51374,23215,21581,906,22487,669,59,16089,71.54,5492,24.42
EL DOVIO,VALLE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3105299_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3199999_L1.htm,32,32,9688,4209,3965,108,4073,116,20,1940,47.63,2025,49.71
FLORIDA,VALLE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3105599_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3199999_L1.htm,129,129,48039,20970,19573,794,20367,557,46,14358,70.49,5215,25.60
GINEBRA,VALLE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3105899_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3199999_L1.htm,43,43,15459,7990,7393,304,7697,264,29,4445,57.74,2948,38.30
GUACARI,VALLE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3106199_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3199999_L1.htm,72,72,26635,14099,13346,378,13724,342,33,10762,78.41,2584,18.82
JAMUNDI,VALLE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3106499_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3199999_L1.htm,232,232,91151,39457,36921,1468,38389,992,76,26538,69.12,10383,27.04
LA CUMBRE,VALLE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3106799_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3199999_L1.htm,35,35,12307,5519,5251,161,5412,81,26,2890,53.39,2361,43.62
LA UNION,VALLE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3107099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3199999_L1.htm,70,70,25329,13052,11967,536,12503,494,55,3336,26.68,8631,69.03
LA VICTORIA,VALLE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3107399_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3199999_L1.htm,32,32,11396,5017,4644,197,4841,147,29,2094,43.25,2550,52.67
OBANDO,VALLE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3107699_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3199999_L1.htm,33,33,11167,5427,5131,131,5262,137,28,2895,55.01,2236,42.49
PALMIRA,VALLE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3107999_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3199999_L1.htm,636,636,243441,108530,100675,4839,105514,2794,222,72527,68.73,28148,26.67
PRADERA,VALLE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3108299_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3199999_L1.htm,110,110,38903,18417,17241,599,17840,510,67,12143,68.06,5098,28.57
RESTREPO,VALLE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3108599_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3199999_L1.htm,42,42,14205,5663,5291,219,5510,127,26,2948,53.50,2343,42.52
RIOFRIO,VALLE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3108899_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3199999_L1.htm,44,44,15959,6979,6428,273,6701,242,36,2882,43.00,3546,52.91
ROLDANILLO,VALLE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3109199_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3199999_L1.htm,85,85,27445,13540,12533,527,13060,447,33,5984,45.81,6549,50.14
SAN PEDRO,VALLE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3109499_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3199999_L1.htm,47,47,14446,6744,6349,192,6541,182,21,4167,63.70,2182,33.35
SEVILLA,VALLE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3109799_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3199999_L1.htm,98,98,36736,15770,14403,676,15079,592,99,6968,46.20,7435,49.30
TORO,VALLE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3110099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3199999_L1.htm,38,38,12336,5401,5047,159,5206,173,22,1728,33.19,3319,63.75
TRUJILLO,VALLE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3110399_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3199999_L1.htm,48,48,15397,6691,6245,221,6466,192,33,2069,31.99,4176,64.58
TULUA,VALLE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3110699_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3199999_L1.htm,377,377,147339,70879,64543,3572,68115,2613,151,36655,53.81,27888,40.94
ULLOA,VALLE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3110999_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3199999_L1.htm,15,15,4658,2389,2240,77,2317,57,15,1110,47.90,1130,48.76
VERSALLES,VALLE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3111299_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3199999_L1.htm,31,31,7982,3569,3329,122,3451,101,17,1020,29.55,2309,66.90
VIJES,VALLE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3111599_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3199999_L1.htm,30,30,10112,4271,4032,117,4149,110,12,2264,54.56,1768,42.61
YOTOCO,VALLE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3111899_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3199999_L1.htm,41,41,13655,6364,5968,205,6173,168,23,3832,62.07,2136,34.60
YUMBO,VALLE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3112199_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3199999_L1.htm,241,241,93764,40421,37565,1637,39202,1120,99,28593,72.93,8972,22.88
ZARZAL,VALLE,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3112499_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR3199999_L1.htm,95,95,35812,16491,15497,522,16019,443,29,11560,72.16,3937,24.57
BUENOS AIRES (PACOA),VAUPES,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR6801399_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR6899999_L1.htm,4,4,990,102,99,1,100,1,1,77,77.00,22,22.00
CARURU,VAUPES,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR6800499_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR6899999_L1.htm,5,5,1631,540,525,4,529,8,3,380,71.83,145,27.41
MITU,VAUPES,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR6800199_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR6899999_L1.htm,42,42,14724,4712,4557,83,4640,51,21,3241,69.84,1316,28.36
MORICHAL (PAPUNAGUA),VAUPES,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR6801099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR6899999_L1.htm,1,1,113,21,21,0,21,0,0,20,95.23,1,4.76
TARAIRA,VAUPES,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR6801799_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR6899999_L1.htm,4,4,1305,274,266,4,270,3,1,184,68.14,82,30.37
YAVARATE,VAUPES,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR6802299_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR6899999_L1.htm,4,4,994,333,330,1,331,1,1,247,74.62,83,25.07
CUMARIBO,VICHADA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR7200699_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR7299999_L1.htm,56,56,18562,3776,3665,50,3715,54,7,2643,71.14,1022,27.51
LA PRIMAVERA,VICHADA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR7200899_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR7299999_L1.htm,22,22,7190,3264,3148,79,3227,29,8,745,23.08,2403,74.46
PUERTO CARREÑO,VICHADA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR7200199_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR7299999_L1.htm,45,45,15621,5751,5454,198,5652,78,21,2648,46.85,2806,49.64
SANTA ROSALIA,VICHADA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR7200299_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR7299999_L1.htm,9,9,2893,1279,1264,8,1272,3,4,416,32.70,848,66.66
AFRICA,CONSULADOS,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR8811599_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR8899999_L1.htm,7,7,17,17,15,1,16,0,1,7,43.75,8,50.00
ALEMANIA,CONSULADOS,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR8812099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR8899999_L1.htm,21,21,2852,685,626,55,681,2,2,468,68.72,158,23.20
ANTIGUA Y BARBUDA,CONSULADOS,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR8812599_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR8899999_L1.htm,1,1,8,7,6,1,7,0,0,1,14.28,5,71.42
ARGENTINA,CONSULADOS,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR8815599_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR8899999_L1.htm,18,18,5771,1741,1577,132,1709,30,2,1145,66.99,432,25.27
ARUBA,CONSULADOS,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR8816099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR8899999_L1.htm,12,12,2881,824,811,11,822,2,0,245,29.80,566,68.85
