Names_mpio,Names_depto,URL_mpio,URL_depto,Alcalde,Partido Político
LA PLAYA,NORTE DE SAN,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL25052ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL25ZZZZZZZZZZZZZZZ_L1.htm,VICTOR JULIO CLARO LOZANO,PARTIDO CONSERVADOR COLOMBIANO
LABATECA,NORTE DE SAN,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL25049ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL25ZZZZZZZZZZZZZZZ_L1.htm,EVELIO VALENCIA PEÑALOZA,JUNTOS PARA SEGUIR PROGRESANDO
LOS PATIOS,NORTE DE SAN,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL25054ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL25ZZZZZZZZZZZZZZZ_L1.htm,DIEGO ARMANDO GONZALEZ TOLOZA,PARTIDO DE LA U - PARTIDO CAMBIO RADICAL - PARTIDO OPCIÓN CIUDADA
LOURDES,NORTE DE SAN,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL25055ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL25ZZZZZZZZZZZZZZZ_L1.htm,OMAR ALEXANDER DUMES MONTERO,PARTIDO DE LA U
MUTISCUA,NORTE DE SAN,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL25058ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL25ZZZZZZZZZZZZZZZ_L1.htm,ANA DOLOREZ SOLANO MANTILLA,PARTIDO OPCIÓN CIUDADANA - CAMBIO RADICAL
OCAÑA,NORTE DE SAN,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL25061ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL25ZZZZZZZZZZZZZZZ_L1.htm,MIRIAM DEL SOCORRO PRADO CARRASCAL,PARTIDO CONSERVADOR COLOMBIANO
PAMPLONA,NORTE DE SAN,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL25064ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL25ZZZZZZZZZZZZZZZ_L1.htm,RONALD MAURICIO CONTRERAS FLOREZ,PARTIDO CENTRO DEMOCRÁTICO
PAMPLONITA,NORTE DE SAN,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL25067ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL25ZZZZZZZZZZZZZZZ_L1.htm,FRANCISCO ALEXANDER CONTRERAS RICO,PARTIDO CONSERVADOR COLOMBIANO
PUERTO SANTANDER,NORTE DE SAN,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL25069ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL25ZZZZZZZZZZZZZZZ_L1.htm,HENRY MANUEL VALERO PEINADO,PARTIDO CONSERVADOR COLOMBIANO
RAGONVALIA,NORTE DE SAN,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL25070ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL25ZZZZZZZZZZZZZZZ_L1.htm,NEYDA VIANEY LATORRE CASTELLANOS,PARTIDO CONSERVADOR COLOMBIANO
SALAZAR,NORTE DE SAN,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL25073ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL25ZZZZZZZZZZZZZZZ_L1.htm,RONAL FELIPE JAIMES PABON,PARTIDO DE LA U
SAN CALIXTO,NORTE DE SAN,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL25076ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL25ZZZZZZZZZZZZZZZ_L1.htm,YADIL JOSE SANGUINO MANZANO,PARTIDO ALIANZA VERDE- PARTIDO UNIÓN PATRIÓTICA
SAN CAYETANO,NORTE DE SAN,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL25079ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL25ZZZZZZZZZZZZZZZ_L1.htm,LUIS JAVIER AGUDELO GUERRERO,COAL. PROGR. Y POLIT. ENTRE EL PAR. DE LA U - PART. LIBERAL - PART. ALIANZA VERDE
SANTIAGO,NORTE DE SAN,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL25082ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL25ZZZZZZZZZZZZZZZ_L1.htm,NELSON CAMACHO ORTIZ,PARTIDO CONSERVADOR COLOMBIANO
SARDINATA,NORTE DE SAN,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL25085ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL25ZZZZZZZZZZZZZZZ_L1.htm,YAMILE RANGEL CALDERON,PARTIDO CONSERVADOR COLOMBIANO
SILOS,NORTE DE SAN,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL25088ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL25ZZZZZZZZZZZZZZZ_L1.htm,ORLANDO PORTILLA MANTILLA,PARTIDO OPCIÓN CIUDADANA
TEORAMA,NORTE DE SAN,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL25091ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL25ZZZZZZZZZZZZZZZ_L1.htm,JESUS LEID MONTAGUT MONTEJO,"AUTORIDADES INDÍGENAS DE COLOMBIA ""AICO"" -POLO DEMOCRÁTICO ALTERNATIVO"
TIBU,NORTE DE SAN,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL25093ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL25ZZZZZZZZZZZZZZZ_L1.htm,JESUS ALBERTO ESCALANTE ASCENCIO,PARTIDO ALIANZA SOCIAL INDEPENDIENTE
TOLEDO,NORTE DE SAN,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL25094ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL25ZZZZZZZZZZZZZZZ_L1.htm,JAIRO ALBERTO CASTELLANOS SERRANO,PARTIDO CAMBIO RADICAL
VILLA CARO,NORTE DE SAN,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL25097ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL25ZZZZZZZZZZZZZZZ_L1.htm,ANDELFO ORTIZ MORA,PARTIDO OPCIÓN CIUDADANA
VILLA DEL ROSARIO,NORTE DE SAN,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL25100ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL25ZZZZZZZZZZZZZZZ_L1.htm,PEPE RUIZ PAREDES,MOVIMIENTO AUTORIDADES INDÍGENAS DE COLOMBIA
COLON,PUTUMAYO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL64007ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL64ZZZZZZZZZZZZZZZ_L1.htm,OMAR AGUSTO GOMEZ SALCEDO,PARTIDO LIBERAL COLOMBIANO
MOCOA,PUTUMAYO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL64001ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL64ZZZZZZZZZZZZZZZ_L1.htm,JOSE ANTONIO CASTRO MELENDEZ,TIEMPO DE RENOVACIÓN
ORITO,PUTUMAYO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL64023ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL64ZZZZZZZZZZZZZZZ_L1.htm,MANUEL EDUARDO OCORO CARABALI,PARTIDO DE LA U
PUERTO ASIS,PUTUMAYO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL64002ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL64ZZZZZZZZZZZZZZZ_L1.htm,OMAR FRANCIS GUEVARA JURADO,PARTIDO LIBERAL COLOMBIANO
PUERTO CAICEDO,PUTUMAYO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL64026ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL64ZZZZZZZZZZZZZZZ_L1.htm,HUGO ADRIAN CORRALES GALLEGO,PARTIDO LIBERAL COLOMBIANO
PUERTO GUZMAN,PUTUMAYO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL64025ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL64ZZZZZZZZZZZZZZZ_L1.htm,RODRIGO RIVERA RAMIREZ,PARTIDO ALIANZA VERDE
PUERTO LEGUIZAMO,PUTUMAYO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL64004ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL64ZZZZZZZZZZZZZZZ_L1.htm,JUAN CARLOS PAYA TORRIJOS,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS"""
SAN FRANCISCO,PUTUMAYO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL64013ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL64ZZZZZZZZZZZZZZZ_L1.htm,JOSE LUIS SUAREZ CHAMORRO,PARTIDO LIBERAL COLOMBIANO
SAN MIGUEL (LA DORADA),PUTUMAYO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL64018ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL64ZZZZZZZZZZZZZZZ_L1.htm,REGULO HERNAN MARTINEZ JIMENEZ,PARTIDO ALIANZA VERDE
SANTIAGO,PUTUMAYO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL64016ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL64ZZZZZZZZZZZZZZZ_L1.htm,FRANKLIN LIBARDO BENAVIDES REVELO,PARTIDO DE LA U
SIBUNDOY,PUTUMAYO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL64019ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL64ZZZZZZZZZZZZZZZ_L1.htm,MARIO FERNANDO ERAZO LUNA,PARTIDO LIBERAL COLOMBIANO
VALLE DEL GUAMUEZ (LA HORMIGA),PUTUMAYO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL64028ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL64ZZZZZZZZZZZZZZZ_L1.htm,LUIS FERNANDO PALACIOS ALOMIA,PARTIDO ALIANZA VERDE
VILLAGARZON,PUTUMAYO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL64030ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL64ZZZZZZZZZZZZZZZ_L1.htm,JHON EVER CALDERON VALENCIA,PARTIDO LIBERAL COLOMBIANO
ARMENIA,QUINDIO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL26001ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL26ZZZZZZZZZZZZZZZ_L1.htm,CARLOS MARIO ALVAREZ MORALES,PARTIDO LIBERAL COLOMBIANO
BUENAVISTA,QUINDIO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL26005ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL26ZZZZZZZZZZZZZZZ_L1.htm,CARLOS ARTURO VERGARA BOTERO,PARTIDO ALIANZA SOCIAL INDEPENDIENTE
CALARCA,QUINDIO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL26010ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL26ZZZZZZZZZZZZZZZ_L1.htm,YENNY ALEXANDRA TRUJILLO ALZATE,SOMOS EL CAMBIO - ASI
CIRCASIA,QUINDIO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL26020ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL26ZZZZZZZZZZZZZZZ_L1.htm,CARLOS ALBERTO DUQUE NARANJO,PARTIDO LIBERAL COLOMBIANO
CORDOBA,QUINDIO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL26025ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL26ZZZZZZZZZZZZZZZ_L1.htm,GUILLERMO ANDRES VALENCIA HENAO,COALICIÓN PROGRAMÁTICA Y POLÍTICA ENTRE PARTIDO CR - PARTIDO DE LA U
FILANDIA,QUINDIO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL26030ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL26ZZZZZZZZZZZZZZZ_L1.htm,JOSE ROBERTO MURILLO ZAPATA,PARA VOLVER A CREER
GENOVA,QUINDIO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL26040ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL26ZZZZZZZZZZZZZZZ_L1.htm,ANDRES ALBERTO CAMPUZANO CASTRO,PARTIDO CAMBIO RADICAL
LA TEBAIDA,QUINDIO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL26050ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL26ZZZZZZZZZZZZZZZ_L1.htm,ROSA PATRICIA BUITRAGO GIRALDO,PARTIDO DE LA U
MONTENEGRO,QUINDIO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL26060ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL26ZZZZZZZZZZZZZZZ_L1.htm,ALVARO HERNANDEZ GUTIERREZ,MONTENEGRO EN BUENAS MANOS - PARTIDO CAMBIO RADICAL - PART. DE LA U
PIJAO,QUINDIO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL26070ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL26ZZZZZZZZZZZZZZZ_L1.htm,EDINSON ALDANA MARTINEZ,PARTIDO ALIANZA SOCIAL INDEPENDIENTE
QUIMBAYA,QUINDIO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL26080ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL26ZZZZZZZZZZZZZZZ_L1.htm,JAIME ANDRES PEREZ COTRINO,PARTIDO CAMBIO RADICAL - PARTIDO DE LA U
SALENTO,QUINDIO,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL26090ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL26ZZZZZZZZZZZZZZZ_L1.htm,JUAN MIGUEL GALVIS BEDOYA,PARTIDO DE LA U - CAMBIO RADICAL
APIA,RISARALDA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL24008ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL24ZZZZZZZZZZZZZZZ_L1.htm,JORGE HUMBERTO ARBOLEDA HINCAPIE,APIA SOMOS TODOS
BALBOA,RISARALDA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL24013ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL24ZZZZZZZZZZZZZZZ_L1.htm,JORGE IVAN PULGARIN MONTOYA,PARTIDO LIBERAL COLOMBIANO
BELEN DE UMBRIA,RISARALDA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL24021ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL24ZZZZZZZZZZZZZZZ_L1.htm,ANIBAL GUSTAVO HOYOS FRANCO,MOVIMIENTO CÍVICO BELUMBRENSE
DOSQUEBRADAS,RISARALDA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL24025ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL24ZZZZZZZZZZZZZZZ_L1.htm,FERNANDO JOSE MUÑOZ DUQUE,COALICIÓN PARTIDO CONSERVADOR COLOMBIANO - PARTIDO LIBERAL COLOMBIANO
GUATICA,RISARALDA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL24029ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL24ZZZZZZZZZZZZZZZ_L1.htm,FREDY ALEXANDER BAYER VILLEGAS,PARTIDO CONSERVADOR COLOMBIANO
LA CELIA,RISARALDA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL24038ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL24ZZZZZZZZZZZZZZZ_L1.htm,ADRIAN SERNA MARIN,PARTIDO DE LA U
LA VIRGINIA,RISARALDA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL24046ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL24ZZZZZZZZZZZZZZZ_L1.htm,JAVIER ANTONIO OCAMPO LOPEZ,PARTIDO LIBERAL COLOMBIANO
MARSELLA,RISARALDA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL24054ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL24ZZZZZZZZZZZZZZZ_L1.htm,GERMAN DARIO GOMEZ FERNANDEZ,PARTIDO CONSERVADOR COLOMBIANO
MISTRATO,RISARALDA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL24062ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL24ZZZZZZZZZZZZZZZ_L1.htm,FRANCISCO JAVIER MEDINA CARVAJAL,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS"""
PEREIRA,RISARALDA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL24001ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL24ZZZZZZZZZZZZZZZ_L1.htm,JUAN PABLO GALLO MAYA,PARTIDO LIBERAL COLOMBIANO
PUEBLO RICO,RISARALDA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL24070ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL24ZZZZZZZZZZZZZZZ_L1.htm,RUBEN DARIO RUIZ ACEVEDO,PARTIDO LIBERAL COLOMBIANO
QUINCHIA,RISARALDA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL24078ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL24ZZZZZZZZZZZZZZZ_L1.htm,JORGE ALBERTO URIBE FLOREZ,PARTIDO LIBERAL COLOMBIANO - PARTIDO DE LA U
SANTA ROSA DE CABAL,RISARALDA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL24086ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL24ZZZZZZZZZZZZZZZ_L1.htm,HENRY ARIAS MEJIA,PARTIDO CONSERVADOR - PARTIDO DE LA U
SANTUARIO,RISARALDA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL24094ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL24ZZZZZZZZZZZZZZZ_L1.htm,EVERARDO OCHOA PAREJA,PARTIDO CONSERVADOR COLOMBIANO
PROVIDENCIA,SAN ANDRES,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL56004ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL56ZZZZZZZZZZZZZZZ_L1.htm,BERNARDO BENITO BENT WILLIAMS,MÁS POR PROVIDENCIA Y SANTA CATALINA
AGUADA,SANTANDER,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL27004ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL27ZZZZZZZZZZZZZZZ_L1.htm,RAMIRO JAVIER ARIZA ALMANZAR,PARTIDO DE LA U
ALBANIA,SANTANDER,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL27007ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL27ZZZZZZZZZZZZZZZ_L1.htm,ROBERTO ARTURO REYES ORTIZ,PARTIDO CONSERVADOR COLOMBIANO - PARTIDO LIBERAL COLOMBIANO
ARATOCA,SANTANDER,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL27010ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL27ZZZZZZZZZZZZZZZ_L1.htm,PEDRO JULIO CORREDOR CACERES,PARTIDO LIBERAL COLOMBIANO - CENTRO DEMOCRÁTICO
BARBOSA,SANTANDER,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL27013ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL27ZZZZZZZZZZZZZZZ_L1.htm,DEYANIRA ARDILA GONZALEZ,PARTIDO CONSERVADOR COLOMBIANO
BARICHARA,SANTANDER,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL27016ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL27ZZZZZZZZZZZZZZZ_L1.htm,ISRAEL ALONSO AGON PEREZ,SIEMPRE CON LA GENTE
BARRANCABERMEJA,SANTANDER,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL27019ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL27ZZZZZZZZZZZZZZZ_L1.htm,DARIO ECHEVERRI SERRANO,PARTIDO LIBERAL COLOMBIANO
BETULIA,SANTANDER,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL27022ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL27ZZZZZZZZZZZZZZZ_L1.htm,JONATHAN RODOLFO DIAZ QUINTERO,JUNTOS CONSTRUIMOS MÁS
BOLIVAR,SANTANDER,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL27025ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL27ZZZZZZZZZZZZZZZ_L1.htm,ADRIANO JEREZ QUIROGA,PARTIDO CONSERVADOR COLOMBIANO
BUCARAMANGA,SANTANDER,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL27001ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL27ZZZZZZZZZZZZZZZ_L1.htm,RODOLFO HERNANDEZ SUAREZ,MOVIMIENTO CÍVICO LÓGICA ÉTICA Y ESTÉTICA
CABRERA,SANTANDER,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL27028ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL27ZZZZZZZZZZZZZZZ_L1.htm,CARLOS ALBERTO BAUTISTA USEDA,PARTIDO DE LA U
CALIFORNIA,SANTANDER,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL27031ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL27ZZZZZZZZZZZZZZZ_L1.htm,HUGO ARNOLDO LIZCANO PULIDO,PARTIDO CENTRO DEMOCRÁTICO
CAPITANEJO,SANTANDER,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL27034ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL27ZZZZZZZZZZZZZZZ_L1.htm,JOHNNY PINZON HIGUERA,PARTIDO DE LA U - OPCIÓN CIUDANA
CARCASI,SANTANDER,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL27037ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL27ZZZZZZZZZZZZZZZ_L1.htm,GERMAN EUGENIO JURADO,PARTIDO DE LA U - CAMBIO RADICAL - CONSERVADOR
CEPITA,SANTANDER,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL27040ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL27ZZZZZZZZZZZZZZZ_L1.htm,WILSON REYNEL REY QUIÑONEZ,PARTIDO LIBERAL COLOMBIANO
CERRITO,SANTANDER,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL27043ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL27ZZZZZZZZZZZZZZZ_L1.htm,CARLOS ALBERTO ROMERO RAMIREZ,PARA GOBERNAR CON TRANSPARENCIA E INCLUSIÓN SOCIAL
