Names_mpio,Names_depto,URL_mpio,URL_depto,Alcalde,Partido Político
LETICIA,AMAZONAS,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL60001ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL60ZZZZZZZZZZZZZZZ_L1.htm,JOSE HUBER ARAUJO NIETO,PARTIDO CENTRO DEMOCRÁTICO
PUERTO NARIÑO,AMAZONAS,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL60007ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL60ZZZZZZZZZZZZZZZ_L1.htm,JOSE ALBERTO LOZADA PINEDO,PARTIDO CENTRO DEMOCRÁTICO
ABEJORRAL,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01004ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,MARIO DE JESUS GUTIERREZ GUZMAN,PARTIDO LIBERAL COLOMBIANO
ABRIAQUI,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01007ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,JHON FREDY LOPEZ SEPULVEDA,PARTIDO CONSERVADOR COLOMBIANO
ALEJANDRIA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01010ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,LUIS FERNANDO LOPEZ PEREZ,PARTIDO DE LA U
AMAGA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01013ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,WILSER DARIO MOLINA MOLINA,PARTIDO CENTRO DEMOCRÁTICO
AMALFI,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01016ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,ROMAN FERNANDO MONSALVE SANCHEZ,PARTIDO CAMBIO RADICAL
ANDES,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01019ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,JOHN JAIRO MEJIA ARAMBURO,PARTIDO DE LA U
ANGELOPOLIS,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01022ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,OLGA LUCIA ZAPATA MARIN,COALICIÓN PART. CONSERVADOR - PART. LIBERAL - PART. OPCIÓN CIUDADANA
ANGOSTURA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01025ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,MARTA LUCIA PORRAS ARENAS,PARTIDO CONSERVADOR COLOMBIANO
ANORI,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01028ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,NICOLAS GUILLERMO HERON ARANGO,PARTIDO LIBERAL COLOMBIANO
ANTIOQUIA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01031ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,SAULO ARMANDO RIVERA FERNANDEZ,PARTIDO LIBERAL COLOMBIANO
ANZA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01034ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,ALEXANDRA SANCHEZ MARIN,PARTIDO CENTRO DEMOCRÁTICO
APARTADO,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01035ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,ELIECER ARTEAGA VARGAS,PARTIDO DE LA U
ARBOLETES,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01037ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,LORENZO II ACUÑA ROMERO,PARTIDO CAMBIO RADICAL
ARGELIA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01039ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,BAIRO MARTINEZ MORALES,PARTIDO ALIANZA VERDE
ARMENIA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01040ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,GABRIEL JAIME BARRERA CASTAÑO,PARTIDO LIBERAL COLOMBIANO
BARBOSA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01043ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,EDISON GARCIA RESTREPO,PARTIDO DE LA U
BELLO,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01049ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,CESAR AUGUSTO SUAREZ MIRA,BELLO CIUDAD DE PROGRESO
BELMIRA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01046ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,JORGE IGNACIO LONDOÑO LONDOÑO,PARTIDO LIBERAL COLOMBIANO
BETANIA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01052ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,RONALD ALEJANDRO SANCHEZ SANCHEZ,PRIMERO BETANIA
BETULIA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01055ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,BENJAMIN ALONSO SUAREZ CASTILLO,PARTIDO CONSERVADOR COLOMBIANO
BOLIVAR,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01058ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,ANTONIO DE JESUS CASTAÑO GONZALEZ,PARTIDO CENTRO DEMOCRÁTICO
BRICEÑO,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01062ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,JOSE DANILO AGUDELO TORRES,PARTIDO LIBERAL COLOMBIANO
BURITICA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01061ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,HUMBERTO ANTONIO CASTAÑO USUGA,PARTIDO CONSERVADOR COLOMBIANO
CACERES,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01064ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,JOSE MERCEDES BERRIO BERRIO,PARTIDO DE LA U
CAICEDO,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01067ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,GERMAN DARIO ZAPATA FERRARO,PARTIDO CENTRO DEMOCRÁTICO
CALDAS,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01070ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,CARLOS EDUARDO DURAN FRANCO,PARTIDO LIBERAL COLOMBIANO
CAMPAMENTO,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01073ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,JORGE IVAN DURAN LOPERA,PARTIDO LIBERAL COLOMBIANO - ALIANZA SOCIAL INDEPENDIENTE
CAÑASGORDAS,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01076ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,MARGARITA DEL ROSARIO LOPERA CARDONA,PARTIDO CONSERVADOR COLOMBIANO
CARACOLI,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01078ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,LUIS EMILIO GIRALDO VELASQUEZ,PARTIDO CONSERVADOR COLOMBIANO
CARAMANTA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01079ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,CARLOS MARIO PATIÑO GARCIA,CARAMANTA CON SENTIDO DE PERTENENCIA
CAREPA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01080ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,OVIDIO DE JESUS ARDILA RODAS,COALICIÓN POLÍTICA Y PROGRAMÁTICA ALIANZA VERDE - MAIS
CARMEN DE VIBORAL,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01082ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,NESTOR FERNANDO ZULUAGA GIRALDO,PARTIDO DE LA U
CAROLINA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01085ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,ANA ISABEL AVENDAÑO DUQUE,PARTIDO ALIANZA SOCIAL INDEPENDIENTE
CAUCASIA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01088ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,OSCAR ANIBAL SUAREZ,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS"""
CHIGORODO,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01106ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,DANIEL SEGUNDO ALVAREZ SOSA,"UNIDOS SÍ ES POSIBLE, POR UN CHIGORODÓ EDUCADO Y PRÓSPERO"
CISNEROS,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01091ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,LUIS GUILLERMO ALVAREZ GONZALEZ,PARTIDO CAMBIO RADICAL
COCORNA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01094ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,JOHAN ALBERTO RAMIREZ MEJIA,PARTIDO CAMBIO RADICAL
CONCEPCION,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01097ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,HENRY ALBERTO PUERTA FRANCO,PARTIDO CENTRO DEMOCRÁTICO
CONCORDIA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01100ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,DIEGO ALEJANDRO RESTREPO GUERRA,PARTIDO CENTRO DEMOCRÁTICO
COPACABANA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01103ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,OSCAR RESTREPO,PARTIDO DE LA U
DABEIBA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01109ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,ANTONIO JOSE LARA VARELAS,PARTIDO LIBERAL COLOMBIANO
DON MATIAS,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01112ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,YUDY MARCELA PEÑA CORREA,PARTIDO ALIANZA SOCIAL INDEPENDIENTE
EBEJICO,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01115ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,JORGE IVAN VASQUEZ ARBOLEDA,PARTIDO LIBERAL COLOMBIANO
EL BAGRE,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01117ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,ANGEL MESA CASTRO,PARTIDO OPCIÓN CIUDADANA
ENTRERRIOS,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01118ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,JORGE ALONSO TAMAYO VILLA,PARTIDO CONSERVADOR COLOMBIANO - PARTIDO OPCIÓN CIUDADANA
ENVIGADO,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01121ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,RAUL EDUARDO CARDONA GONZALEZ,PARTIDO LIBERAL COLOMBIANO
FREDONIA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01124ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,GABRIEL IGNACIO MUÑOZ GOMEZ,PARTIDO LIBERAL COLOMBIANO
FRONTINO,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01127ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,YUDY ESTELLA PULGARIN MARIN,PARTIDO CONSERVADOR COLOMBIANO
GIRALDO,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01130ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,WILMAR ADRIAN MANCO HERNANDEZ,UNIDOS POR GIRALDO
GIRARDOTA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01133ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,YAN BLADIMIR JARAMILLO GARCIA,UNIDOS HACEMOS MÁS
GOMEZ PLATA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01136ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,LUIS GUILLERMO PEREZ ECHEVERRI,PARTIDO CONSERVADOR COLOMBIANO
GRANADA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01139ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,OMAR DE JESUS GOMEZ ARISTIZABAL,PARTIDO CONSERVADOR COLOMBIANO
GUADALUPE,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01140ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,OSCAR ANTONIO QUIROZ GARCIA,PARTIDO CONSERVADOR COLOMBIANO
GUARNE,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01142ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,SNEYDER WILLINGTON QUICENO MARIN,PARTIDO CONSERVADOR COLOMBIANO - PARTIDO OPCIÓN CIUDADANA
GUATAPE,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01145ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,HERNAN DARIO URREA CASTAÑO,PARTIDO CENTRO DEMOCRÁTICO
HELICONIA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01148ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,ARGENI DE JESUS TABORDA ORTIZ,PARTIDO LIBERAL COLOMBIANO
HISPANIA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01150ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,JORGE ALBERTO VANEGAS DIAZ,PARTIDO CONSERVADOR COLOMBIANO
ITAGUI,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01151ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,LEON MARIO BEDOYA LOPEZ,PARTIDO CONSERVADOR COLOMBIANO
ITUANGO,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01154ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,HERNAN DARIO ALVAREZ URIBE,PARTIDO LIBERAL COLOMBIANO
JARDIN,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01157ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,WILLIAM ENRIQUE RENDON AGUDELO,PARTIDO CONSERVADOR COLOMBIANO
JERICO,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01160ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,JORGE ANDRES PEREZ HERNANDEZ,PARTIDO CONSERVADOR COLOMBIANO
LA CEJA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01163ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,ELKIN RODOLFO OSPINA OSPINA,"""PORQUE EN LA CEJA PODEMOS VIVIR MEJOR"""
LA ESTRELLA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01166ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,JHONNY ALEXANDER GARCIA YEPES,PARTIDO DE LA U
LA PINTADA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01170ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,CESAR AUGUSTO ZAPATA PEREZ,PARTIDO LIBERAL - PARTIDO DE LA U
LA UNION,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01169ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,HUGO BOTERO LOPEZ,PARTIDO OPCIÓN CIUDADANA
LIBORINA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01172ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,OSCAR ALVEIRO HENAO PULGARIN,PARTIDO CENTRO DEMOCRÁTICO
MACEO,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01175ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,EDGAR ALIRIO GONZALEZ AGUDELO,PARTIDO DE LA U
MARINILLA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01178ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,EDGAR AUGUSTO VILLEGAS RAMIREZ,MARINILLA SOMOS TODOS
MEDELLIN,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01001ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,FEDERICO ANDRES GUTIERREZ ZULUAGA,CREEMOS
MONTEBELLO,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01181ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,FERDINANDO DE JESUS MUÑOZ ALVAREZ,PARTIDO CAMBIO RADICAL
MURINDO,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01184ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,JORGE ELIECER MATURANA USUGA,PARTIDO ALIANZA SOCIAL INDEPENDIENTE
MUTATA,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01187ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,JAIRO ENRIQUE ORTIZ PALACIOS,PARTIDO CAMBIO RADICAL
NARIÑO,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01190ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,CARLOS ARTURO MARIN LONDOÑO,PARTIDO CENTRO DEMOCRÁTICO
NECHI,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01191ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,MIGUEL ENRIQUE FRANCO MENCO,PARTIDO OPCIÓN CIUDADANA
NECOCLI,ANTIOQUIA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01192ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL01ZZZZZZZZZZZZZZZ_L1.htm,JAIME LOPEZ PACHECO,PARTIDO LIBERAL COLOMBIANO
