MUNICIPIO,DEPARTAMENTO,URL MUNICIPIO,URL DEPARTAMENTO,PORCENTAJE ESCRUTADO,NÚMERO DE MESAS INSTALADAS,TOTAL MESAS,PORCENTAJE VOTACIÓN,NÚMERO DE VOTOS,NÚMERO PERSONAS HÁBILES PARA VOTAR,PORCENTAJE SÍ,VOTOS SÍ,PORCENTAJE NO,VOTOS NO,VOTOS VÁLIDOS,VOTOS NO MARCADOS,VOTOS NULOS,PORCENTAJE MESAS INSCRITAS,PORCENTAJE ABSTENCIONISMO
ALGARROBO,MAGDALENA,http://plebiscito.registraduria.gov.co/99PL/DPL21008ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL21ZZZZZZZZZZZZZZZ_L1.htm,100,23,23,21.66,2041,9422,76.55,1525,23.44,467,1992,21,28,1,0.783379325
ARACATACA,MAGDALENA,http://plebiscito.registraduria.gov.co/99PL/DPL21010ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL21ZZZZZZZZZZZZZZZ_L1.htm,100,64,64,5.83,1550,26547,63.41,962,36.58,555,1517,8,25,1,0.9416129883
ARIGUANI (EL DIFICIL),MAGDALENA,http://plebiscito.registraduria.gov.co/99PL/DPL21012ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL21ZZZZZZZZZZZZZZZ_L1.htm,100,51,51,25.93,5634,21723,61.64,3393,38.35,2111,5504,79,51,1,0.7406435575
CERRO DE SAN ANTONIO,MAGDALENA,http://plebiscito.registraduria.gov.co/99PL/DPL21013ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL21ZZZZZZZZZZZZZZZ_L1.htm,100,22,22,29.1,2443,8394,90.66,2184,9.33,225,2409,11,23,1,0.7089587801
CHIVOLO,MAGDALENA,http://plebiscito.registraduria.gov.co/99PL/DPL21015ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL21ZZZZZZZZZZZZZZZ_L1.htm,100,33,33,27.6,3619,13108,79.52,2827,20.47,728,3555,25,39,1,0.7239090632
CIENAGA,MAGDALENA,http://plebiscito.registraduria.gov.co/99PL/DPL21016ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL21ZZZZZZZZZZZZZZZ_L1.htm,100,187,187,21.81,17804,81617,49.88,8629,50.11,8670,17299,388,117,1,0.7818591715
CONCORDIA,MAGDALENA,http://plebiscito.registraduria.gov.co/99PL/DPL21020ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL21ZZZZZZZZZZZZZZZ_L1.htm,100,25,25,24.82,2623,10564,86.84,2251,13.15,341,2592,15,16,1,0.7517039
EL BANCO,MAGDALENA,http://plebiscito.registraduria.gov.co/99PL/DPL21025ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL21ZZZZZZZZZZZZZZZ_L1.htm,100,109,109,27.1,12568,46365,56.07,6883,43.92,5392,12275,141,152,1,0.7289334627
EL PIÑON,MAGDALENA,http://plebiscito.registraduria.gov.co/99PL/DPL21028ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL21ZZZZZZZZZZZZZZZ_L1.htm,100,34,34,23.4,3089,13197,82.57,2506,17.42,529,3035,32,22,1,0.7659316511
EL RETEN,MAGDALENA,http://plebiscito.registraduria.gov.co/99PL/DPL21030ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL21ZZZZZZZZZZZZZZZ_L1.htm,100,30,30,22.76,2903,12752,70.71,1932,29.28,800,2732,144,27,1,0.7723494354
FUNDACION,MAGDALENA,http://plebiscito.registraduria.gov.co/99PL/DPL21031ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL21ZZZZZZZZZZZZZZZ_L1.htm,100,112,112,17.69,9049,51126,51.68,4609,48.31,4308,8917,35,97,1,0.823005907
GUAMAL,MAGDALENA,http://plebiscito.registraduria.gov.co/99PL/DPL21040ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL21ZZZZZZZZZZZZZZZ_L1.htm,100,62,62,21.28,4715,22148,64.52,2989,35.47,1643,4632,47,36,1,0.7871139606
NUEVA GRANADA,MAGDALENA,http://plebiscito.registraduria.gov.co/99PL/DPL21042ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL21ZZZZZZZZZZZZZZZ_L1.htm,100,34,34,21.09,3013,14283,59.49,1770,40.5,1205,2975,20,18,1,0.7890499195
PEDRAZA,MAGDALENA,http://plebiscito.registraduria.gov.co/99PL/DPL21046ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL21ZZZZZZZZZZZZZZZ_L1.htm,100,24,24,21.57,1926,8926,70.82,1340,29.17,552,1892,20,14,1,0.784225857
PIJIÑO DEL CARMEN,MAGDALENA,http://plebiscito.registraduria.gov.co/99PL/DPL21048ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL21ZZZZZZZZZZZZZZZ_L1.htm,100,23,23,32.06,2505,7813,63.31,1557,36.68,902,2459,22,24,1,0.6793805196
PIVIJAY,MAGDALENA,http://plebiscito.registraduria.gov.co/99PL/DPL21049ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL21ZZZZZZZZZZZZZZZ_L1.htm,100,69,69,26.03,7378,28335,87.12,6313,12.87,933,7246,48,84,1,0.7396153167
PLATO,MAGDALENA,http://plebiscito.registraduria.gov.co/99PL/DPL21052ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL21ZZZZZZZZZZZZZZZ_L1.htm,100,96,96,25,9805,39220,65.64,6312,34.35,3303,9615,92,98,1,0.75
PUEBLOVIEJO,MAGDALENA,http://plebiscito.registraduria.gov.co/99PL/DPL21055ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL21ZZZZZZZZZZZZZZZ_L1.htm,100,49,49,19.83,4022,20274,50.47,1957,49.52,1920,3877,108,37,1,0.8016178357
REMOLINO,MAGDALENA,http://plebiscito.registraduria.gov.co/99PL/DPL21058ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL21ZZZZZZZZZZZZZZZ_L1.htm,100,19,19,27.61,1943,7037,89.56,1716,10.43,200,1916,12,15,1,0.7238880205
SABANAS DE SAN ANGEL,MAGDALENA,http://plebiscito.registraduria.gov.co/99PL/DPL21060ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL21ZZZZZZZZZZZZZZZ_L1.htm,100,28,28,17.99,1868,10380,59.95,1090,40.04,728,1818,33,17,1,0.8200385356
SALAMINA,MAGDALENA,http://plebiscito.registraduria.gov.co/99PL/DPL21067ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL21ZZZZZZZZZZZZZZZ_L1.htm,100,18,18,17.61,1313,7454,56.98,738,43.01,557,1295,8,10,1,0.8238529649
SAN SEBASTIAN DE BUENAVISTA,MAGDALENA,http://plebiscito.registraduria.gov.co/99PL/DPL21070ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL21ZZZZZZZZZZZZZZZ_L1.htm,100,43,43,32.19,5094,15820,77.73,3903,22.26,1118,5021,32,41,1,0.6780025284
SAN ZENON,MAGDALENA,http://plebiscito.registraduria.gov.co/99PL/DPL21073ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL21ZZZZZZZZZZZZZZZ_L1.htm,100,21,21,35.61,2830,7946,82.21,2298,17.78,497,2795,21,14,1,0.6438459602
SANTA ANA,MAGDALENA,http://plebiscito.registraduria.gov.co/99PL/DPL21076ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL21ZZZZZZZZZZZZZZZ_L1.htm,100,37,37,28.08,4278,15232,54.6,2301,45.39,1913,4214,27,37,1,0.7191439076
SANTA BARBARA DE PINTO,MAGDALENA,http://plebiscito.registraduria.gov.co/99PL/DPL21078ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL21ZZZZZZZZZZZZZZZ_L1.htm,100,22,22,27.02,2156,7978,81.93,1737,18.06,383,2120,15,21,1,0.7297568313
SANTA MARTA,MAGDALENA,http://plebiscito.registraduria.gov.co/99PL/DPL21001ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL21ZZZZZZZZZZZZZZZ_L1.htm,100,724,724,29.16,94188,322962,53.56,49797,46.43,43163,92960,461,767,1,0.7083619745
SITIONUEVO,MAGDALENA,http://plebiscito.registraduria.gov.co/99PL/DPL21079ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL21ZZZZZZZZZZZZZZZ_L1.htm,100,42,42,14.15,2520,17808,68.33,1649,31.66,764,2413,88,19,1,0.858490566
TENERIFE,MAGDALENA,http://plebiscito.registraduria.gov.co/99PL/DPL21085ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL21ZZZZZZZZZZZZZZZ_L1.htm,100,28,28,30.21,2974,9842,84.93,2469,15.06,438,2907,28,39,1,0.6978256452
ZAPAYAN,MAGDALENA,http://plebiscito.registraduria.gov.co/99PL/DPL21090ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL21ZZZZZZZZZZZZZZZ_L1.htm,100,20,20,34.21,2648,7739,81.25,2119,18.75,489,2608,19,21,1,0.6578369298
ZONA BANANERA (SEVILLA),MAGDALENA,http://plebiscito.registraduria.gov.co/99PL/DPL21095ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL21ZZZZZZZZZZZZZZZ_L1.htm,100,103,103,8.43,3622,42952,64.53,2307,35.46,1268,3575,22,25,1,0.9156733097
ACACIAS,META,http://plebiscito.registraduria.gov.co/99PL/DPL52005ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL52ZZZZZZZZZZZZZZZ_L1.htm,100,131,131,54.01,30284,56070,27.05,7978,72.94,21513,29491,130,663,1,0.4598894239
BARRANCA DE UPIA,META,http://plebiscito.registraduria.gov.co/99PL/DPL52006ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL52ZZZZZZZZZZZZZZZ_L1.htm,100,12,12,41.1,1762,4287,35.7,613,64.29,1104,1717,11,34,1,0.5889899697
CABUYARO,META,http://plebiscito.registraduria.gov.co/99PL/DPL52008ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL52ZZZZZZZZZZZZZZZ_L1.htm,100,12,12,42.52,1943,4569,37.78,718,62.21,1182,1900,13,30,1,0.5747428321
CASTILLA LA NUEVA,META,http://plebiscito.registraduria.gov.co/99PL/DPL52010ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL52ZZZZZZZZZZZZZZZ_L1.htm,100,26,26,59.57,6274,10531,28.55,1739,71.44,4350,6089,36,149,1,0.4042351154
CUBARRAL,META,http://plebiscito.registraduria.gov.co/99PL/DPL52015ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL52ZZZZZZZZZZZZZZZ_L1.htm,100,12,12,41.45,2032,4902,30.29,602,69.7,1385,1987,15,30,1,0.5854753162
CUMARAL,META,http://plebiscito.registraduria.gov.co/99PL/DPL52020ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL52ZZZZZZZZZZZZZZZ_L1.htm,100,41,41,49.7,7701,15494,32.5,2456,67.49,5099,7555,31,115,1,0.5029688912
EL CALVARIO,META,http://plebiscito.registraduria.gov.co/99PL/DPL52025ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL52ZZZZZZZZZZZZZZZ_L1.htm,100,7,7,40.18,686,1707,53.31,354,46.68,310,664,11,11,1,0.5981253661
EL CASTILLO,META,http://plebiscito.registraduria.gov.co/99PL/DPL52027ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL52ZZZZZZZZZZZZZZZ_L1.htm,100,14,14,38.81,2086,5374,61.7,1247,38.29,774,2021,31,34,1,0.61183476
EL DORADO,META,http://plebiscito.registraduria.gov.co/99PL/DPL52028ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL52ZZZZZZZZZZZZZZZ_L1.htm,100,9,9,49.06,1371,2794,42.31,570,57.68,777,1347,11,13,1,0.509305655
FUENTE DE ORO,META,http://plebiscito.registraduria.gov.co/99PL/DPL52030ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL52ZZZZZZZZZZZZZZZ_L1.htm,100,24,24,40.4,3815,9442,41.95,1556,58.04,2153,3709,31,75,1,0.595954247
GRANADA,META,http://plebiscito.registraduria.gov.co/99PL/DPL52035ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL52ZZZZZZZZZZZZZZZ_L1.htm,100,110,110,41.05,19968,48638,36.07,7007,63.92,12415,19422,125,421,1,0.5894568033
GUAMAL,META,http://plebiscito.registraduria.gov.co/99PL/DPL52040ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL52ZZZZZZZZZZZZZZZ_L1.htm,100,25,25,52.73,5471,10375,24.39,1316,75.6,4078,5394,15,62,1,0.4726746988
LA MACARENA,META,http://plebiscito.registraduria.gov.co/99PL/DPL52041ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL52ZZZZZZZZZZZZZZZ_L1.htm,100,20,20,39.34,3108,7900,73.66,2238,26.33,800,3038,19,51,1,0.6065822785
LEJANIAS,META,http://plebiscito.registraduria.gov.co/99PL/DPL52042ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL52ZZZZZZZZZZZZZZZ_L1.htm,100,20,20,38.64,3054,7903,44.03,1287,55.96,1636,2923,39,92,1,0.6135644692
MAPIRIPAN,META,http://plebiscito.registraduria.gov.co/99PL/DPL52046ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL52ZZZZZZZZZZZZZZZ_L1.htm,100,17,17,23.11,1247,5394,57.98,697,42.01,505,1202,12,33,1,0.7688172043
MESETAS,META,http://plebiscito.registraduria.gov.co/99PL/DPL52044ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL52ZZZZZZZZZZZZZZZ_L1.htm,100,19,19,40.14,3045,7585,62.07,1843,37.92,1126,2969,30,46,1,0.5985497693
PUERTO CONCORDIA,META,http://plebiscito.registraduria.gov.co/99PL/DPL52047ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL52ZZZZZZZZZZZZZZZ_L1.htm,100,15,15,37.74,2264,5998,55.15,1198,44.84,974,2172,31,61,1,0.6225408469
PUERTO GAITAN,META,http://plebiscito.registraduria.gov.co/99PL/DPL52043ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL52ZZZZZZZZZZZZZZZ_L1.htm,100,55,55,39.54,8892,22483,33.28,2813,66.71,5637,8450,254,188,1,0.6045011787
PUERTO LLERAS,META,http://plebiscito.registraduria.gov.co/99PL/DPL52048ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL52ZZZZZZZZZZZZZZZ_L1.htm,100,17,17,36.49,2313,6338,44.35,997,55.64,1251,2248,24,41,1,0.635058378
PUERTO LOPEZ,META,http://plebiscito.registraduria.gov.co/99PL/DPL52045ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL52ZZZZZZZZZZZZZZZ_L1.htm,100,55,55,40.96,9355,22839,27.92,2564,72.07,6618,9182,47,126,1,0.5903936249
PUERTO RICO,META,http://plebiscito.registraduria.gov.co/99PL/DPL52049ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL52ZZZZZZZZZZZZZZZ_L1.htm,100,20,20,38.93,3098,7957,48.16,1443,51.83,1553,2996,23,79,1,0.6106572829
RESTREPO,META,http://plebiscito.registraduria.gov.co/99PL/DPL52050ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL52ZZZZZZZZZZZZZZZ_L1.htm,100,34,34,40.87,6104,14935,40.92,2464,59.07,3557,6021,23,60,1,0.5912956143
SAN CARLOS DE GUAROA,META,http://plebiscito.registraduria.gov.co/99PL/DPL52055ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL52ZZZZZZZZZZZZZZZ_L1.htm,100,19,19,47.06,3654,7764,32.99,1179,67,2394,3573,22,59,1,0.529366306
SAN JUAN DE ARAMA,META,http://plebiscito.registraduria.gov.co/99PL/DPL52058ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL52ZZZZZZZZZZZZZZZ_L1.htm,100,17,17,38.21,2292,5998,47.79,1064,52.2,1162,2226,18,48,1,0.6178726242
SAN JUANITO,META,http://plebiscito.registraduria.gov.co/99PL/DPL52059ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL52ZZZZZZZZZZZZZZZ_L1.htm,100,6,6,46.39,586,1263,54.02,309,45.97,263,572,6,8,1,0.5360253365
SAN MARTIN DE LOS LLANOS,META,http://plebiscito.registraduria.gov.co/99PL/DPL52060ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL52ZZZZZZZZZZZZZZZ_L1.htm,100,44,44,44.83,7901,17621,27.87,2162,72.12,5593,7755,47,99,1,0.5516145508
URIBE,META,http://plebiscito.registraduria.gov.co/99PL/DPL52074ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL52ZZZZZZZZZZZZZZZ_L1.htm,100,12,12,46.86,2214,4724,93.56,2036,6.43,140,2176,24,14,1,0.5313293819
VILLAVICENCIO,META,http://plebiscito.registraduria.gov.co/99PL/DPL52001ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL52ZZZZZZZZZZZZZZZ_L1.htm,100,786,786,46.49,159620,343296,35.96,56633,64.03,100830,157463,400,1757,1,0.5350368195
VISTA HERMOSA,META,http://plebiscito.registraduria.gov.co/99PL/DPL52080ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL52ZZZZZZZZZZZZZZZ_L1.htm,100,30,30,42.27,5103,12070,52.88,2593,47.11,2310,4903,74,126,1,0.5772162386
ALBAN (SAN JOSE),NARIÑO,http://plebiscito.registraduria.gov.co/99PL/DPL23004ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL23ZZZZZZZZZZZZZZZ_L1.htm,100,16,16,46.34,2984,6438,43.58,1244,56.41,1610,2854,65,65,1,0.5365020193
ALDANA,NARIÑO,http://plebiscito.registraduria.gov.co/99PL/DPL23007ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL23ZZZZZZZZZZZZZZZ_L1.htm,100,14,14,46.14,2656,5756,50.58,1298,49.41,1268,2566,38,52,1,0.5385684503
ANCUYA,NARIÑO,http://plebiscito.registraduria.gov.co/99PL/DPL23010ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL23ZZZZZZZZZZZZZZZ_L1.htm,100,22,22,32.9,2381,7235,72.73,1683,27.26,631,2314,32,35,1,0.6709053214
ARBOLEDA (BERRUECOS),NARIÑO,http://plebiscito.registraduria.gov.co/99PL/DPL23013ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL23ZZZZZZZZZZZZZZZ_L1.htm,100,15,15,44.02,2511,5703,48.28,1154,51.71,1236,2390,54,67,1,0.5597054182
BARBACOAS,NARIÑO,http://plebiscito.registraduria.gov.co/99PL/DPL23016ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL23ZZZZZZZZZZZZZZZ_L1.htm,100,65,65,20.9,4361,20859,74.82,3159,25.17,1063,4222,76,63,1,0.7909295748
BELEN,NARIÑO,http://plebiscito.registraduria.gov.co/99PL/DPL23017ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL23ZZZZZZZZZZZZZZZ_L1.htm,100,14,14,45.4,2419,5328,60.28,1418,39.71,934,2352,35,32,1,0.5459834835
BUESACO,NARIÑO,http://plebiscito.registraduria.gov.co/99PL/DPL23019ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL23ZZZZZZZZZZZZZZZ_L1.htm,100,42,42,35.61,6029,16930,50.05,2921,49.94,2914,5835,85,109,1,0.6438865918
CHACHAGUI,NARIÑO,http://plebiscito.registraduria.gov.co/99PL/DPL23038ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL23ZZZZZZZZZZZZZZZ_L1.htm,100,26,26,40.97,3897,9510,62.48,2377,37.51,1427,3804,43,50,1,0.5902208202
COLON (GENOVA),NARIÑO,http://plebiscito.registraduria.gov.co/99PL/DPL23022ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL23ZZZZZZZZZZZZZZZ_L1.htm,100,19,19,42.4,2807,6620,60.33,1573,39.66,1034,2607,73,127,1,0.5759818731
CONSACA,NARIÑO,http://plebiscito.registraduria.gov.co/99PL/DPL23025ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL23ZZZZZZZZZZZZZZZ_L1.htm,100,28,28,41.67,3541,8497,57.86,1969,42.13,1434,3403,55,83,1,0.5832646817
CONTADERO,NARIÑO,http://plebiscito.registraduria.gov.co/99PL/DPL23028ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL23ZZZZZZZZZZZZZZZ_L1.htm,100,16,16,35.84,1987,5544,53.42,1036,46.57,903,1939,23,25,1,0.6415945166
CORDOBA,NARIÑO,http://plebiscito.registraduria.gov.co/99PL/DPL23031ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL23ZZZZZZZZZZZZZZZ_L1.htm,100,27,27,35.27,3564,10104,62.16,2138,37.83,1301,3439,72,53,1,0.6472684086
CUASPUD (CARLOSAMA),NARIÑO,http://plebiscito.registraduria.gov.co/99PL/DPL23034ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL23ZZZZZZZZZZZZZZZ_L1.htm,100,17,17,37.75,2707,7169,47.39,1245,52.6,1382,2627,43,37,1,0.6224020086
CUMBAL,NARIÑO,http://plebiscito.registraduria.gov.co/99PL/DPL23037ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL23ZZZZZZZZZZZZZZZ_L1.htm,100,55,55,37.82,8853,23407,63.73,5421,36.26,3085,8506,131,216,1,0.6217798095
CUMBITARA,NARIÑO,http://plebiscito.registraduria.gov.co/99PL/DPL23039ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL23ZZZZZZZZZZZZZZZ_L1.htm,100,19,19,39.69,2462,6203,87.63,2119,12.36,299,2418,19,25,1,0.6030952765
EL CHARCO,NARIÑO,http://plebiscito.registraduria.gov.co/99PL/DPL23041ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL23ZZZZZZZZZZZZZZZ_L1.htm,100,42,42,33.15,5221,15747,90.81,4599,9.18,465,5064,97,60,1,0.6684447831
EL PEÑOL,NARIÑO,http://plebiscito.registraduria.gov.co/99PL/DPL23044ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL23ZZZZZZZZZZZZZZZ_L1.htm,100,15,15,55.19,2957,5357,80.66,2312,19.33,554,2866,33,58,1,0.448011947
EL ROSARIO,NARIÑO,http://plebiscito.registraduria.gov.co/99PL/DPL23040ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL23ZZZZZZZZZZZZZZZ_L1.htm,100,20,20,39.75,2643,6649,90.78,2344,9.21,238,2582,19,42,1,0.602496616
EL TABLON,NARIÑO,http://plebiscito.registraduria.gov.co/99PL/DPL23043ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL23ZZZZZZZZZZZZZZZ_L1.htm,100,28,28,43.73,4730,10814,65.68,2980,34.31,1557,4537,84,109,1,0.5626040318
EL TAMBO,NARIÑO,http://plebiscito.registraduria.gov.co/99PL/DPL23046ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL23ZZZZZZZZZZZZZZZ_L1.htm,100,28,28,46.61,5246,11253,70.7,3563,29.29,1476,5039,99,108,1,0.5338132054
FRANCISCO PIZARRO (SALAHONDA),NARIÑO,http://plebiscito.registraduria.gov.co/99PL/DPL23047ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL23ZZZZZZZZZZZZZZZ_L1.htm,100,21,21,25.69,1621,6308,84.35,1332,15.64,247,1579,15,27,1,0.7430247305
FUNES,NARIÑO,http://plebiscito.registraduria.gov.co/99PL/DPL23049ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL23ZZZZZZZZZZZZZZZ_L1.htm,100,17,17,42.9,2381,5549,68.12,1575,31.87,737,2312,38,31,1,0.5709136781
GUACHUCAL,NARIÑO,http://plebiscito.registraduria.gov.co/99PL/DPL23052ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL23ZZZZZZZZZZZZZZZ_L1.htm,100,33,33,32.56,4581,14068,56.43,2511,43.56,1938,4449,54,78,1,0.6743673585
GUAITARILLA,NARIÑO,http://plebiscito.registraduria.gov.co/99PL/DPL23055ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL23ZZZZZZZZZZZZZZZ_L1.htm,100,30,30,29.16,3153,10811,73.81,2255,26.18,800,3055,51,47,1,0.7083526038
GUALMATAN,NARIÑO,http://plebiscito.registraduria.gov.co/99PL/DPL23058ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL23ZZZZZZZZZZZZZZZ_L1.htm,100,13,13,46.93,2383,5077,60.1,1404,39.89,932,2336,15,32,1,0.5306283238
ILES,NARIÑO,http://plebiscito.registraduria.gov.co/99PL/DPL23061ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL23ZZZZZZZZZZZZZZZ_L1.htm,100,17,17,34.33,2369,6900,62.52,1430,37.47,857,2287,37,45,1,0.6566666667
IMUES,NARIÑO,http://plebiscito.registraduria.gov.co/99PL/DPL23064ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL23ZZZZZZZZZZZZZZZ_L1.htm,100,20,20,33.71,2129,6314,55.89,1156,44.1,912,2068,33,28,1,0.662812797
